,id,Loai_cho,Chi_tiet,Gioi_tinh,Tuoi,vacxin
641,deee0c10b55b411a9b694b539798af9e,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
642,dfad8634e87a4a0bb655684921e2ebbb,Husky,chó Husky Sibir,đực,02 tháng,đã tiêm 2 mũi
643,e1d466919eea4067a346db2a2a8083fc,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
644,e1ef126fb3574b12902160699d3830dc,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
645,e2938c7955c849848c34488184adbe0a,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
646,e7bea341baac46e5beb8df03ace1f9a5,Bichon,chó Bichons Frise,đực,06 tháng,đã tiêm 2 mũi
647,ebec7d102eb84530810bca5334051574,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
648,eca85de88b804a2599f738e12ef532c5,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
649,ece2f9252af1411c8e0c542a5246c28f,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
650,eebba02d7f2645d197b023644752bdb0,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
651,ef11da5dfac142c7a468480d5eb184ab,Labrador,chó Labrador Retriever (Lab),đực,03 tháng,đã tiêm 2 mũi
652,f0d4098a34f7485b98e4dc26a7801320,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
653,f1650e652a2a40acbd6cc7167e6db38d,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
654,f1ea2f52744d4393b43f15ee4124f142,Poodle,chó Poodle Tiny,đực,03 tháng,đã tiêm 2 mũi
655,f737025d17cd44b6bedbc094d0ab0dc4,Poodle,chó Poodle Tiny,đực,03 tháng,chưa
656,f7537b5d9a8f488cb06db13f31b13db2,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
657,fad0f30145954c6983073ebf80902b78,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
658,fcb4728cdf3640939df230de7e50807c,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
659,fd3a7ecbf10543ce83d0231e3c49cfc4,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
660,fe01a1cd5a9a48ccaed7dd2ca789a09f,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
661,fe179d81e35744478bb0142a674d137b,Alaska,chó Alaska Malamute,đực cái,02 tháng,chưa
662,28d3e5aba025409297b45937b43f60a1,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
663,00b46ef80de04a28ba151d20f5f908b0,Border Collie,"chó Border Collie, Màu sắc: vàng, lilac merle 2 màu mắt",đực Tuổi: 03 tháng,03 tháng,đã tiêm 2 mũi
664,022bfdc055fb4add88cbf8e2efeb34f4,Samoyed,chó Samoyed,đực,02 tháng,chưa
665,02f2babfab784081a2735f0f68554b45,Border Collie,"chó Border Collie, Màu sắc: vàng, đen trắng",đực Tuổi: 03 tháng,03 tháng,đã tiêm 2 mũi
666,0404ada8879b415fb38bb7bb4b16d505,Samoyed,chó Samoyed,đực,02 tháng,chưa
667,075478ba24b04677b0bb77a5fd17ec73,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
668,08eccc17ede14b70a30f496bcd741a98,Alabai,chó chăn cừu Trung Á – Alabai,đực,6 tháng tuổi,chưa
669,09ba4a96565441e29b643fc67991e193,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: bò sữa + trắng",đực cái,03 tháng,đã tiêm 2 mũi
670,0a5f30bc930d414fb7a64e665d6c7529,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
671,0b2e1c72ac524aa18991b39bec99ff46,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: bò sữa",đực,03 tháng,chưa
672,0b7db87ad12d45beb4b5bc20dfe4f7dd,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,chưa
673,0bb8396aac174b91a02436054acb0c04,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,đã tiêm 2 mũi
674,0bce546a8dff4ae4a3e55666be2983ef,Border Collie,"chó Border Collie, Màu sắc: nâu đỏ",đực,02 tháng,đã tiêm 2 mũi
675,0cced25e04e346c2ba20049ca58227b4,Poodle,chó Poodle Tiny tai bướm,đực,02 tháng,đã tiêm 2 mũi
676,0ec0c9e2f1234d5193f16aec416509c3,Pug,chó Pug,đực,02 tháng,đã tiêm 2 mũi
677,1264a10ad6144737aa3d8cb1de43f7fc,Pug,chó Pug,đực cái,02 tháng,đã tiêm 2 mũi
678,12a2fe6c46c145779ad7f48ce7a237f8,Becgie,chó Becgie Đức GSD,đực,02 tháng,đã tiêm 2 mũi
679,166645e8291b4113b4925aac538f86b9,Becgie,chó Becgie Đức GSD,đực,02 tháng,đã tiêm 2 mũi
680,198f9853fe8041cfa4d47b67d860ae79,Border Collie,"chó Border Collie, Màu sắc: đen trắng",đực Tuổi: 03 tháng,03 tháng,đã tiêm 2 mũi
681,19dfe7bf5b4647378093d4100f5a4f95,Pug,chó Pug,đực,02 tháng,chưa
682,1a12aeec1aba494b9adb34beb25f4953,Border Collie,"chó Border Collie, Màu sắc: đen trắng",đực cái,02 tháng,đã tiêm 2 mũi
683,1aa3eb6bb74b45898fb2ff9bb3ce5e3c,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
684,1aee45b727244a5e8a6f577b2ef73859,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
685,1b7e3556abbb485a833e71eaf58ff814,Samoyed,chó Samoyed,đực,02 tháng,chưa
686,1bdfa8acb9c943e681a2e72df9033b8b,Chow chow,chó Chow chow,đực,02 tháng,chưa
687,1c2a2a4a86cc40538efca23a78b85671,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,chưa
688,1c4603d3cd8d47f7a439371e39c0f63d,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
689,1dc30c3fdd9e4aab9307fbf9a0fa7b79,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
690,1df6579ca23f40028419f93670ede1f4,Labrador,chó Labrador Retriever (Lab),đực,05 tháng,đã tiêm 2 mũi
691,1dfcf1b3398c4be389dc3ea1cbb4e1a6,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: vàng bò",đực,06 tháng,đã tiêm 2 mũi
692,1ebb211a36784cf3a0c11362b3668f5a,Chow chow,chó Chow chow,đực,02 tháng,đã tiêm 2 mũi
693,1f380e1b2b834f308c44d545331d0f6f,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
694,1f3f981a40ad46a4ac2b9547d546ddb3,Lạp xưởng,"chó Lạp xưởng (Dachshund, chó xúc xích)",đực,02 tháng,đã tiêm 2 mũi
695,22f53d3eb4244122ac55ee0701531677,Chow chow,chó Chow chow,đực,02 tháng,chưa
696,23152867737f407c8c9c72e2b30f722f,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
697,2513b21434104d86921504776336e164,Chow chow,chó Chow chow,đực,02 tháng,chưa
698,265a2eb2046f449aaa28338b816d7610,Chow chow,chó Chow chow,đực,02 tháng,chưa
699,27154331c40d4aeabe48cf483e0136f9,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
700,271c99de32ac4feabab682d346c1fdba,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
701,273d9380e516494fb2ca5351bde54517,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
702,27f8084171564199a4ae453cd38ce62a,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
703,295f568c746d4b6d93286866cbfbdd2d,Poodle,chó Poodle Tiny tai bướm,đực,02 tháng,đã tiêm 2 mũi
704,2b10adb39f83413a9a0c9e0a1c42fdfc,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
705,2b26963a3ca24be7b6577226bdbc945b,Golden,chó Golden Retriever (Gâu đần),02 đực 02 cái,02 tháng,đã tiêm 2 mũi
706,2b7a1c243c1e445694ea1087b2912d3f,Golden,chó Golden Retriever (Gâu đần),cái,02 tháng,chưa
707,2c20cd38183a49c0819a4cbbd5dd5bb8,Golden,chó Golden Retriever (Gâu đần),cái,02 tháng,đã tiêm 2 mũi
708,2c336420b654446ea39ed83eb4495378,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
709,2c60fa945d75413cb0d9bd52b6c80f48,Golden,chó Golden Retriever (Gâu đần),đực,02 tháng,đã tiêm 2 mũi
710,2cdd8bbe96b348dfb4cf4f559ecef3ab,Phốc Hươu,"chó Phốc hươu (fox hươu, phốc, fox)",đực,02 tháng,đã tiêm 2 mũi
711,2d969bcd8fb144088225ccc6ae6dbe41,Pug,chó Pug,đực cái,02 tháng,đã tiêm 2 mũi
712,2e4aede3891a4290a3a3bf4563cb5083,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
713,2f1e60e582934759a9da63e62444c20d,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
714,30e5da64db174d808c89e977ea66dcde,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
715,3152c3ef3e9d41498bfae644c5ab3863,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
716,326772126c8b41a194b5162647799350,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
717,327d67de85314880b45c6fe7bdc725ee,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
718,34ed3930283142c6b8707a5d565ae694,Shiba Inu,chó Shiba Inu Nhật Bản,01 cái 03 đực,02 tháng,chưa
719,35a2ff05b2024a798671165c0e9ac8f5,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
720,3603a98f6925450bb74b9fccf0ac335a,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
721,3604c0f122d844e89b1f3113b7fd4a65,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,chưa
722,37835480b0e54d3084a936106c54ebf4,Akita Inu,chó Akita Inu Nhật Bản,01 cái,02 tháng,chưa
723,39345f4b442248d68b1ca342ab9517f3,Akita Inu,chó Akita Inu Nhật Bản,01 đực,02 tháng,chưa
724,3bd81b06975a474fb19219b9e00e1ef8,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
725,3bf8a9757fb641ef83c5d270ccc6a1fc,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
726,3c69ca07aecf406692c7271c707fb5a0,Becgie,chó Becgie Đức GSD,đực,02 tháng,chưa
727,3d5a0e99517447da9d8ffffd9ab0952a,Husky,chó Husky Sibir,đực,02 tháng,đã tiêm 2 mũi
728,3f280a9f1ae143a8a55f2b97668a3515,Pug,chó Pug,đực,02 tháng,đã tiêm 2 mũi
729,40edcb99f37a4974a6e103e7b9d1fa6c,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
730,4104989c6e60479883ac7724b0111b04,Phốc sóc," chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
731,4211900ba43a4cd7804877ca003af216,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
732,425d35d74a5a4ab0b10e066998b00129,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
733,43454d50fa224a8ba2c0f059e8b608dd,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
734,450522f27b59478485b41a3a08939d44,Corgi,chó Corgi Pembroke,cái,2 tháng tuổi,chưa
735,45f592b03f3b4581a9e58c4604df9725,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
736,46536b65113f431ab66e9d0fd0c2c6bb,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
737,472f90db83d342ff804c6b18a8f0eeef,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
738,479fc75e4ec84b79a2550a65481f8dde,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
739,485d9772b5fc4d4f950ca3740dadf3ac,Phốc sóc,"chó Teacup Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
740,4abe6b3a22444210b687e41ab8df2b43,Shih Tzu,chó Shih Tzu,đực,03 tháng,đã tiêm 2 mũi
741,4baeb8f996cb4098992be4acf4e8702a,Shih Tzu,chó Shih Tzu,đực,03 tháng,chưa
742,4fcc7389a9274a2ebd8f448ad9aa043d,Corgi,chó Corgi Pembroke,04 đực 05 cái,02 tháng,đã tiêm 2 mũi
743,514508f9285d4667877c32d0d061584c,Alaska,chó Alaska Malamute Oversize,đực,02 tháng,chưa
744,5167f101444b441cacfdf281f466118f,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
745,521351ad39384adbbbe79c2dad125164,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
746,52e1bd42e81a444a850a4b741f815e8f,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
747,53795754248044d2abbeefc00619ca33,Beagle,chó Beagle,đực,02 tháng,đã tiêm 2 mũi
748,5478fb0805684b7d8c9023d2e27aa8ac,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
749,5486f87cc5b2476799560a7d5379314f,Shiba Inu,chó Shiba Inu Nhật Bản,01 cái 03 đực,02 tháng,đã tiêm 2 mũi
750,55255fd351d148f88573400e827d74e5,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
751,552652cd08bf45d5a9f10b0560a98bc0,Corgi,chó Corgi Pembroke,cái,02 tháng,chưa
752,5835e53e48be414b9738c68af86774bb,Corgi,chó Corgi Pembroke,cái,02 tháng,chưa
753,5837591d3a5a462cbbcf7f082ee44d50,Poodle,"chó Poodle, Màu: nâu đỏ, vàng mơ, Giới tính: 2 đực, 1 cái",2 đực 1 cái,06 tháng,đã tiêm 2 mũi
754,5903d7c708434429ab5ce79945d950b7,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
755,59d21bd533384f4aacf0857bc13a7c4c,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
756,5a8aa7bb4a8c4c748b86246bf486637d,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
757,5b567a5140a14234862a7b2d6d952e3d,Yorkshire,"chó Yorkshire Terrier, Giới tính: đực",đực,04 tháng,đã tiêm 2 mũi
758,5b56fca1cca448e9bc05e50e3381966d,Husky,chó Husky Sibir,đực,04 tháng,chưa
759,5e15a70f54f545eb970f9fabeaa375ed,Shiba Inu,chó Shiba Inu Nhật Bản,cái,04 tháng,chưa
760,5eacf2f6efe94d8bb8ddcc8ee2118b21,Labrador,chó Labrador Retriever (Lab),đực cái,03 tháng,chưa
761,5f21f72ea5294a79967143b5eaac37e0,Poodle,chó Poodle Tiny,cái,02 tháng,chưa
762,5f78dceabace4e2a83bcf3a7e1c6d5d2,Border Collie,"chó Border Collie, Màu sắc: nâu đỏ",đực,02 tháng,đã tiêm 2 mũi
763,5fee835e6f234a1a9f9799a5c9e18d9e,Shiba Inu,chó Shiba Inu Nhật Bản,đực,15 tháng,đã tiêm 2 mũi
764,61e5854975b445f1b55e7ebf6d7e18df,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,chưa
765,633bc60ede5a4506bfc7bf66346dbd70,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
766,634350aebc444168964317983dac97c8,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
767,63a81f3044014b408681037d50838ce4,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
768,641d5249f87d4946a3691cc68fff2b58,Corgi,chó Corgi Pembroke,đực cái,15 tháng,chưa
769,65b0b7fe658840aebff61b2720beccc0,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",cái,02 tháng,đã tiêm 2 mũi
770,66a4f5b9a0524bdf8f060e4274cc3f60,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
771,6715f0b1232e45ffb90f162a7c193967,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
772,686efb5422bf4e0a9aaa87b391eb4419,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
773,68acb4a5c032428ebc9d64a963ea0880,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
774,68e76f1726fa462bac7480e9fd17b55b,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
775,68f2f40a2c9544cd909abda022a8a37e,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
776,696a12d713b84c04aec68237652b6894,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,chưa
777,6a4acd0fd51e4152999e92a72073aaf3,Alaska,chó Alaska Malamute,cái Tuổi: 02 tháng,02 tháng,đã tiêm 2 mũi
778,6b8b8622ddb64ec6a6bf84e76c14d682,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,chưa
779,6ce23729e2c94ca283aa33a4182cb610,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,chưa
780,7266d02c611e4310bdcada0b27d881e2,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
781,72a3a6206a8f4b76814734e7101dfdb9,Becgie,chó Becgie Đức GSD,đực,02 tháng,đã tiêm 2 mũi
782,7343437272f04be997f70f5cadfc1d3d,Samoyed,chó Samoyed,đực,02 tháng,chưa
783,7362d3eb2beb47d8924a203ce4f0b398,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực Tuổi: 02 tháng,02 tháng,chưa
784,7490f0fcaabf41328cf3860730149949,Akita Inu,chó Akita Inu Nhật Bản,01 đực vện 01 cái vàng,02 tháng,đã tiêm 2 mũi
785,74ee89b2b17b46ff88a6de7481b82a5c,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
786,75c1d242a61840508177ee21d589ab9f,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
787,7767b99345e44d3eb7b42f769e23f445,Corgi,chó Corgi Cardigan,02 đực,3 tháng tuổi,chưa
788,78d44bc43a584098a9d5a8b11c5d2e93,Poodle,chó Poodle Tiny,đực Tuổi: 04 tháng,04 tháng,chưa
789,7d8d498205c7419a973dbc4c76f069a6,Chow chow,chó Chow chow,cái,02 tháng,chưa
790,7dc6d50c3a4b4339a280fa2bb3a3f0a5,Corgi,chó Corgi Pembroke,01 cái 01 đực,02 tháng,đã tiêm 2 mũi
791,7e5ba76c150147a2bb197f2e60b64de8,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
792,7f9ee467264f495480364c9c2b00c1ca,Corgi,chó Corgi Pembroke,cái,02 tháng,chưa
793,82d97ef72bae4dce80eff7d3e33f8ece,Pug,chó Pug,đực,02 tháng,chưa
794,834922e58adc4424a80817b74aa09c43,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
795,86d8eb31561f4b2bb467631e1c21e1c7,Husky,chó Husky Sibir,đực,02 tháng,đã tiêm 2 mũi
796,873df7c572d54c87924723fe02e55d91,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
797,87f193eddc3242fbb61c2cd9e63855ba,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
798,8915a2636e134e1fa87990a50be53f3e,Samoyed,chó Samoyed,đực,02 tháng,chưa
799,895a13e9dd504202881239b581e0dc2d,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
800,8c1eba5da51948a6a543a6cdcd009805,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
801,8c328d00e277491794161ed69a47dafd,Poodle,"chó Poodle, Màu: trắng",đực,02 tháng,chưa
802,8c6301aa3f064f26878a4ab124024cd4,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
803,8d2697210daf40599bccf4f22e9f3561,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
804,8d79e8d2c4b04a88b908dc21d08a4f60,Poodle,"chó Poodle, Màu: kem",cái,06 tháng,đã tiêm 2 mũi
805,8d84f69c423b4a668aa1115c8f677f95,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
806,8dca3034bb1d423ea58e423476ac1beb,Border Collie,"chó Border Collie, Màu sắc: merle",đực Tuổi: 03 tháng,03 tháng,đã tiêm 2 mũi
807,8e13abab203b44b8a6e5f5ddce7a4eb1,Border Collie,"chó Border Collie, Màu sắc: merle",đực Tuổi: 03 tháng,03 tháng,đã tiêm 2 mũi
808,8f0b9ce08872405c8859fcf26fb7aa73,Border Collie,"chó Border Collie, Màu sắc: đen trắng",cái,03 tháng,chưa
809,8f63a48cbe66494fa2d1d58507415cee,Border Collie,"chó Border Collie, Màu sắc: đen trắng",cái Tuổi: 03 tháng,03 tháng,chưa
810,90b0df41d7814bdc82e45c873d38f5c5,Border Collie,"chó Border Collie, Màu sắc: vàng trắng",cái Tuổi: 03 tháng,03 tháng,chưa
811,9154959ad63a446493f68f10c38bd43f,Corgi,chó Corgi Fluffy,01 đực 01 cái,02 tháng,chưa
812,9182beb8afc845fd93dfee4dfa211b7b,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
813,91a41dfe80f447dca91cdc352fe588cf,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực cái,02 tháng,đã tiêm 2 mũi
814,91ae0c070d7542f4beeba1ccc028db0d,Poodle,"chó Poodle, Màu: vàng kem",cái,12 tháng,đã tiêm 2 mũi
815,9255236191ab4ea5ac9df0da20030bb3,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
816,933bd0f1792748c590640914ea08631c,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
817,934ff73c44a34dab9a1091eb00fc834e,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
818,94cf70e4a4e44a038c4ada1ce6d4a8be,Poodle,chó Poodle Tiny,đực cái,02 tháng,đã tiêm 2 mũi
819,98800009728d4b5aa3196a16089ce1c3,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
820,98db284c4c524c15b41875a139077177,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
821,99122cd97dbb4dbbbec2a00feee56519,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
822,9922f22be0ac41bc9b3d8822c302ee15,Poodle,chó Poodle Tiny,cái,02 tháng,đã tiêm 2 mũi
823,9a0a1cd6396241bbaf941b3bfe649be2,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
824,9ab70c5e39ea4050a1a2fb69521df296,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
825,9b700f784ba94a77ad5d62425413209c,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
826,9b925448e8c84167ba7dfd3d6a299e48,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
827,9c381678091c4d3e9d22265a3f0efef7,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
828,9dd6ffc9664c4658b41bdbbdf437973e,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
829,9f331b14ba994ec3b025c0aa2fca8d9e,Poodle,chó Poodle Tiny,đực,02 tháng,chưa
830,9fe5da5074b74419a25bc18a3b0e39d6,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
831,a0bc14eccb8b48228e5ac03ee8d8a901,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,đã tiêm 2 mũi
832,a177cfe93a5c46f68cebd0280d5274ab,Poodle,chó Poodle Tiny,đực,02 tháng,đã tiêm 2 mũi
833,a1b681c66e514664bd1d27933e373c34,Corgi,chó Corgi Pembroke,01 cái 02 đực,2 tháng tuổi,chưa
834,a303b4fe7d6e4f578b45a3eefeca984b,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,chưa
835,a3563d75450d47e6b3a1d34565e7ea41,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,đã tiêm 2 mũi
836,a3887e7446aa49b4b2cd8704c48e278c,Corgi,chó Corgi Pembroke,đực,2 tháng tuổi,chưa
837,a4500bd4ccfb4eaf9044cf9c2160d09f,Corgi,chó Corgi Pembroke,01 cái 01 đực,2 tháng tuổi,chưa
838,a5b5ecc944d642c0b198b9dc1c639d06,Corgi,chó Corgi Cardigan,đực cái,02 tháng,chưa
839,a684d7bedada497fabd93b3743e65317,Corgi,chó Corgi Pembroke,đực,02 tháng,đã tiêm 2 mũi
840,a6986649599f49c382f4fd0a3d804a13,Corgi,chó Corgi Pembroke,đực,10 tháng,đã tiêm 2 mũi
841,a845a03fbdac4c7abcf6816d70652e58,Akita Inu,chó Akita Inu Nhật Bản,đực cái,02 tháng,đã tiêm 2 mũi
842,a927692c87fd49f281e38f2438c7ddd1,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
843,aa623c8a0b774d0fbb26774cb42c2ff9,Poodle,chó Poodle Tiny,đực cái,02 tháng,chưa
844,aadf5d6680ae471b9cf7348230e7fae3,Labrador,chó Labrador Retriever (Lab),đực,02 tháng,đã tiêm 2 mũi
845,ab1c50fe7ece4278a575f50c26d054d3,Corgi,chó Corgi Pembroke,đực,15 tháng,chưa
846,ab3cee09f863400598215547ca9d7613,Akita Inu,chó Akita Inu Nhật Bản,đực,02 tháng,đã tiêm 2 mũi
847,ad53c421eba84ccd8b808f3243c75f03,Alaska,chó Alaska Malamute,đực,02 tháng,đã tiêm 2 mũi
848,ae85e218c23449b196bb958d28cfbbe6,Labrador,chó Labrador Retriever (Lab),cái,02 tháng,chưa
849,af3098319b5745ed93210ffc27cea15c,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
850,b0aa181e976b41b2a4e31dd2e8622343,Corgi,chó Corgi Pembroke,01 cái,2 tháng tuổi,đã tiêm 2 mũi
851,b2d52e2e565e49fa88480b18aa86b7a8,Border Collie,"chó Border Collie, Màu sắc: lilac merle",đực Tuổi: 02 tháng,02 tháng,chưa
852,b39e743e22cd42299ccfe528f5f13e76,Phốc sóc,"chó Pomeranian (Phốc sóc, Pom)",đực,02 tháng,chưa
853,b3c25e169e5b4b34b151485e22c27598,Bichon,chó Bichons Frise,đực,02 tháng,chưa
854,b5061655d16840508674a7e817088f99,Bichon,chó Bichons Frise,đực,02 tháng,chưa
855,b5967caf1a2e439185d774a22149fa5d,Bull Pháp,"chó Bull Pháp (French Bulldog, Bull dog Pháp), Màu sắc: bò sữa",đực,03 tháng,đã tiêm 2 mũi
856,b5bfe95be37e40c1acd8b2b70539fa60,Corgi,chó Corgi Pembroke,đực,02 tháng,chưa
